Name,Title,Reviews,Rating,Date of Experience
Chris Hooper,Booked a flight to Belfast and paid…,"Booked a flight to Belfast and paid £409 (including hold baggage). Flight was cancelled at the last minute (ha!)Last minute offered no alternative and I had to contact the airline direct. When I received a refund, Last minute took £40 for 'agency fees'.Impossible to contact by 'phone and virtual assistant just cuts you off when you ask an awkward question.Lesson to self, book direct next time",Rated 1 out of 5 stars,05 September 2022
Mehdi Eghtedari khankandi,Hello I am not happy for this airline…,Hello I am not happy for this airline because my flight is cancelled and booking again I arrived Manchester Airport I missing one bag I'm not happy,Rated 1 out of 5 stars,05 September 2022
Stephen,Problems from initial booking,"Problems from initial booking, refused to fully refund even though following lastminute.com's advice to cancel. One of our automatic check ins worked and the other didn't leading to being sat at opposite ends of the plane. Poor customer service",Rated 2 out of 5 stars,14 August 2022
Miss anne,I booked so quickly,"I booked so quickly,  took approximately 5 minutes,  easy and clear.",Rated 5 out of 5 stars,28 August 2022
Gazmir Lame,The flight was canceled and we did not…,The flight was canceled and we did not get any e mail to let us know. At the check in w we were told that the flight had been canceled. The guy at the desk managed to get us to the flight next day and we were forced to stay at the hotel.,Rated 1 out of 5 stars,04 September 2022
Graham,Landed about 3/4 hours late,"Landed about 3/4 hours late.  Originally landed in Ankara rather than Istanbul with no more information.  Had to wait until after final call, 10 minutes before departure time, to finally get a seat allocated.  I was told for the 2 hours up to that point, I had not been allocated a seat.  Very stressful.",Rated 1 out of 5 stars,28 August 2022
MR A NOORI,I paid for seats as we were travelling…,I paid for seats as we were travelling as a family so I can choose seats to set together but I was given random seats and still waiting to receive the refund.,Rated 3 out of 5 stars,16 August 2022
Mohit,Booking so easy,n/a,Rated 4 out of 5 stars,04 September 2022
Matha Mashasha,Avoid using lastminute they are scammers,Avoid using lastminute. Com as the are scammers.I booked a flight for me and my daughter which costed £2300 due to change of circumstances I call them to reschedule to another date. They said they cannot change date and flights non refundable. I called Virgin Atlantic & they as booked via 3rd party I should contact last minute.com They also wrong my daughter name wrong & said unable to change it.  So I lost all that money and now have a debt to paid in my credit card without even getting any refund as could not travel.I have learnt lesson ti never use any 3rd party company but to book flights directly with the Airline.,Rated 1 out of 5 stars,04 September 2022
Dave,Best price and easy booking,"Lastminute offered the best price for a flight and the booking process was easy and straightforward. Follow up emails made everything clear about what to expect and do next re checking in, obtaining boarding passes etc. All details were passed on to the airline directly and correctly for this too. Would recommend and use again in future.",Rated 5 out of 5 stars,04 September 2022
R Ratcliffe,"Stressful, expensive mayhem.","Awful.  Avoid if you wish to stay calm.  Paid for baggage and priority boarding that comes with it.  Flight out ok, but on the return there was no baggage allowance booked with Ryanair when I did the self check in.  Emailed 'lastminute.com' who we booked through as the baggage was showing on my lastminute account but not with Ryanair.  They completely ignored two emails and it's impossible to get through on the phone.  So we turned up at the airport and Ryanair said that they had not received payment for our baggage from lastminute and made us pay again (there were six of us).  She then had the cheek to tell me to book with Ryanair directly and not through lastminute.com, to which my husband suggested they stop selling seats through them then!Its been two days now and I've still not had a reply.  Have also requested a refund but no response.  Total rip off - do not for one minute imagine you will save money with them.",Rated 1 out of 5 stars,03 September 2022
